3492017	100
3242017	100
3462017	100
3112017	100
4322017	100
4312017	100
5372017	100
3302017	94
3582017	94
3342017	90
4122017	90
8442017	90
4672016	84
5332017	80
3882017	80
3332017	80
3102017	76
3422017	72
3222017	72
3562017	72
5322017	70
3212017	70
4432016	70
3182017	70
5452017	70
4532017	64
8572017	62
3282017	62
3512017	56
4572016	52
5812017	46
4652016	46
3202017	40
3192017	40
4082017	30
5672017	30
4862016	24
8112018	20
3592017	10
3042017	6
